gene_id,total_exon_length,snp_count,snp_density
FBti0019635-RA,7057,0,0.0
FBti0019636-RA,610,0,0.0
FBti0019637-RA,1107,0,0.0
FBti0019638-RA,152,0,0.0
FBti0019639-RA,685,0,0.0
FBti0019644-RA,144,0,0.0
FBti0019646-RA,7256,0,0.0
FBti0019647-RA,1175,0,0.0
FBti0019648-RA,3563,0,0.0
FBti0019649-RA,3005,0,0.0
FBti0019650-RA,1726,0,0.0
FBti0019651-RA,1711,0,0.0
FBti0019652-RA,1693,0,0.0
FBti0019653-RA,1726,0,0.0
FBti0019654-RA,1406,0,0.0
FBti0019655-RA,1400,0,0.0
FBti0019656-RA,1105,0,0.0
FBti0019657-RA,1463,0,0.0
FBti0019658-RA,7545,0,0.0
FBti0019659-RA,1406,0,0.0
FBti0019660-RA,5371,0,0.0
FBti0019661-RA,478,0,0.0
FBti0019662-RA,284,0,0.0
FBti0019663-RA,133,0,0.0
FBti0019664-RA,695,0,0.0
FBti0019665-RA,428,0,0.0
FBti0019666-RA,955,0,0.0
FBti0019667-RA,667,0,0.0
FBti0019668-RA,1647,0,0.0
FBti0019669-RA,739,0,0.0
FBti0019670-RA,895,0,0.0
FBti0019671-RA,1647,0,0.0
FBti0019672-RA,739,0,0.0
FBti0019673-RA,895,0,0.0
FBti0019675-RA,1062,0,0.0
FBti0019677-RA,528,0,0.0
FBti0019678-RA,5370,0,0.0
FBti0019679-RA,311,0,0.0
FBti0019680-RA,1298,42,0.032357473035439135
FBti0019683-RA,239,0,0.0
FBti0019685-RA,806,7,0.008684863523573201
FBti0019687-RA,1012,0,0.0
FBti0019690-RA,7415,0,0.0
FBti0019697-RA,558,20,0.035842293906810034
FBti0019698-RA,3009,0,0.0
FBti0019699-RA,1298,23,0.017719568567026195
FBti0019700-RA,403,6,0.01488833746898263
FBti0019701-RA,218,1,0.0045871559633027525
FBti0019702-RA,575,17,0.029565217391304348
FBti0019704-RA,7537,0,0.0
FBti0019706-RA,524,14,0.026717557251908396
FBti0019707-RA,9764,52,0.005325686194182712
FBti0019708-RA,6627,41,0.006186811528595141
FBti0019709-RA,371,3,0.008086253369272238
FBti0019710-RA,4323,13,0.003007170946102244
FBti0019711-RA,281,0,0.0
FBti0019712-RA,5382,0,0.0
FBti0019713-RA,1751,76,0.043403769274700174
FBti0019714-RA,345,17,0.04927536231884058
FBti0019715-RA,5291,189,0.03572103572103572
FBti0019718-RA,1431,0,0.0
FBti0019720-RA,1463,53,0.036226930963773066
FBti0019721-RA,631,28,0.044374009508716325
FBti0019722-RA,492,3,0.006097560975609756
FBti0019723-RA,504,17,0.03373015873015873
FBti0019724-RA,745,7,0.009395973154362415
FBti0019726-RA,121,0,0.0
FBti0019729-RA,4235,0,0.0
FBti0019731-RA,1082,37,0.034195933456561925
FBti0019732-RA,1730,37,0.02138728323699422
FBti0019733-RA,5023,0,0.0
FBti0019734-RA,306,19,0.06209150326797386
FBti0019735-RA,6211,0,0.0
FBti0019736-RA,132,1,0.007575757575757576
FBti0019737-RA,7406,7,0.000945179584120983
FBti0019738-RA,4230,0,0.0
FBti0019739-RA,3693,94,0.02545356079068508
FBti0019740-RA,2774,73,0.02631578947368421
FBti0019741-RA,1433,10,0.006978367062107467
FBti0019742-RA,1167,31,0.026563838903170524
FBti0019743-RA,740,48,0.06486486486486487
FBti0019744-RA,450,10,0.022222222222222223
FBti0019745-RA,3234,0,0.0
FBti0019746-RA,532,15,0.02819548872180451
FBti0019747-RA,4694,0,0.0
FBti0019748-RA,1573,34,0.02161474888747616
FBti0020402-RA,6438,0,0.0
FBti0020403-RA,1101,0,0.0
FBti0020404-RA,1470,0,0.0
FBti0020405-RA,745,3,0.004026845637583893
FBti0020406-RA,812,11,0.013546798029556651
FBti0020407-RA,160,0,0.0
FBti0020410-RA,6752,163,0.024140995260663507
FBti0020412-RA,423,3,0.0070921985815602835
FBti0020414-RA,1098,7,0.006375227686703097
FBti0020415-RA,1152,17,0.014756944444444444
FBti0020416-RA,8119,0,0.0
FBti0020417-RA,2498,0,0.0
FBti0020418-RA,489,1,0.002044989775051125
FBti0020419-RA,681,5,0.007342143906020558
FBti0020420-RA,623,0,0.0
FBti0020421-RA,596,0,0.0
FBti0020422-RA,1080,0,0.0
FBti0020423-RA,1106,0,0.0
FBti0020424-RA,1236,8,0.006472491909385114
FBti0020425-RA,2034,3,0.0014749262536873156
FBti0020426-RA,324,2,0.006172839506172839
FBti0020427-RA,279,2,0.007168458781362007
FBti0020428-RA,756,12,0.015873015873015872
FBti0020430-RA,549,8,0.014571948998178506
FBti0020432-RA,432,0,0.0
FBti0020433-RA,462,0,0.0
FBti0020434-RA,7854,3,0.0003819709702062643
FBti0020435-RA,1399,0,0.0
FBti0020436-RA,1197,0,0.0
FBti0020437-RA,952,0,0.0
FBti0020438-RA,1133,0,0.0
FBti0020439-RA,878,0,0.0
FBti0020440-RA,676,0,0.0
FBti0020441-RA,1430,0,0.0
FBti0020442-RA,183,0,0.0
FBti0020446-RA,2208,0,0.0
FBti0020448-RA,468,10,0.021367521367521368
FBti0020449-RA,78,0,0.0
FBti0020450-RA,1093,0,0.0
FBti0020451-RA,1089,0,0.0
FBti0020452-RA,1080,0,0.0
FBti0020453-RA,4587,10,0.0021800741225201656
FBti0059638-RA,581,0,0.0
FBti0059649-RA,5028,74,0.0147175815433572
FBti0059650-RA,2487,0,0.0
FBti0059655-RA,3250,3,0.0009230769230769231
FBti0059674-RA,645,0,0.0
FBti0059678-RA,2897,8,0.002761477390403866
FBti0059679-RA,1737,24,0.013816925734024179
FBti0059680-RA,1123,2,0.0017809439002671415
FBti0059681-RA,1104,10,0.009057971014492754
FBti0059682-RA,1421,16,0.011259676284306826
FBti0059687-RA,1139,0,0.0
FBti0059688-RA,2896,13,0.004488950276243094
FBti0059689-RA,1158,0,0.0
FBti0059692-RA,6521,0,0.0
FBti0059694-RA,1664,8,0.004807692307692308
FBti0059696-RA,1379,0,0.0
FBti0059697-RA,32921,122,0.0037058412563409373
FBti0059698-RA,15521,0,0.0
FBti0059699-RA,4229,64,0.015133601324190116
FBti0059707-RA,17100,0,0.0
FBti0059708-RA,4883,3,0.0006143764079459349
FBti0059709-RA,2758,0,0.0
FBti0059710-RA,7156,0,0.0
FBti0059743-RA,3424,0,0.0
FBti0059746-RA,2939,0,0.0
FBti0059764-RA,3455,51,0.014761215629522432
FBti0059765-RA,10104,0,0.0
FBti0059766-RA,2150,9,0.004186046511627907
FBti0059772-RA,3278,0,0.0
FBti0059777-RA,30008,45,0.0014996001066382297
FBti0059782-RA,3608,0,0.0
FBti0059914-RA,51,0,0.0
FBti0059925-RA,263,0,0.0
FBti0059926-RA,159,0,0.0
FBti0059936-RA,38,1,0.02631578947368421
FBti0059938-RA,141,0,0.0
FBti0059946-RA,172,0,0.0
FBti0059947-RA,48,2,0.041666666666666664
FBti0059951-RA,54,3,0.05555555555555555
FBti0059953-RA,47,4,0.0851063829787234
FBti0059960-RA,60,1,0.016666666666666666
FBti0059961-RA,44,0,0.0
FBti0059962-RA,612,2,0.0032679738562091504
FBti0059963-RA,347,0,0.0
FBti0059964-RA,233,2,0.008583690987124463
FBti0059965-RA,63,0,0.0
FBti0059966-RA,85,0,0.0
FBti0059967-RA,114,1,0.008771929824561403
FBti0059968-RA,51,0,0.0
FBti0059969-RA,372,6,0.016129032258064516
FBti0059977-RA,250,1,0.004
FBti0059978-RA,97,0,0.0
FBti0059980-RA,1588,10,0.006297229219143577
FBti0059981-RA,174,0,0.0
FBti0059983-RA,198,0,0.0
FBti0059984-RA,229,4,0.017467248908296942
FBti0059986-RA,108,0,0.0
FBti0059987-RA,102,0,0.0
FBti0059988-RA,367,1,0.0027247956403269754
FBti0059990-RA,91,0,0.0
FBti0059991-RA,119,2,0.01680672268907563
FBti0059996-RA,148,1,0.006756756756756757
FBti0059998-RA,87,2,0.022988505747126436
FBti0059999-RA,54,1,0.018518518518518517
FBti0060000-RA,351,5,0.014245014245014245
FBti0060001-RA,139,0,0.0
FBti0060002-RA,136,1,0.007352941176470588
FBti0060003-RA,139,0,0.0
FBti0060004-RA,108,0,0.0
FBti0060005-RA,118,0,0.0
FBti0060006-RA,114,0,0.0
FBti0060007-RA,261,0,0.0
FBti0060009-RA,101,0,0.0
FBti0060010-RA,60,2,0.03333333333333333
FBti0060014-RA,75,0,0.0
FBti0060016-RA,150,0,0.0
FBti0060017-RA,262,0,0.0
FBti0060018-RA,179,0,0.0
FBti0060019-RA,326,0,0.0
FBti0060020-RA,370,0,0.0
FBti0060021-RA,64,0,0.0
FBti0060033-RA,6127,0,0.0
FBti0060035-RA,367,3,0.008174386920980926
FBti0060036-RA,123,6,0.04878048780487805
FBti0060037-RA,164,0,0.0
FBti0060038-RA,67,3,0.04477611940298507
FBti0060039-RA,68,0,0.0
FBti0060040-RA,123,5,0.04065040650406504
FBti0060041-RA,438,0,0.0
FBti0060042-RA,634,18,0.028391167192429023
FBti0060043-RA,66,0,0.0
FBti0060045-RA,95,3,0.031578947368421054
FBti0060047-RA,61,3,0.04918032786885246
FBti0060048-RA,261,15,0.05747126436781609
FBti0060049-RA,416,0,0.0
FBti0060050-RA,274,0,0.0
FBti0060060-RA,207,5,0.024154589371980676
FBti0060061-RA,349,16,0.045845272206303724
FBti0060062-RA,400,0,0.0
FBti0060063-RA,74,3,0.04054054054054054
FBti0060065-RA,106,1,0.009433962264150943
FBti0060066-RA,250,3,0.012
FBti0060067-RA,36,0,0.0
FBti0060068-RA,39,0,0.0
FBti0060069-RA,61,3,0.04918032786885246
FBti0060076-RA,166,0,0.0
FBti0060077-RA,4704,0,0.0
FBti0060082-RA,117,0,0.0
FBti0060083-RA,165,0,0.0
FBti0060084-RA,25,0,0.0
FBti0060087-RA,978,0,0.0
FBti0060088-RA,743,29,0.039030955585464336
FBti0060098-RA,547,0,0.0
FBti0060101-RA,165,0,0.0
FBti0060103-RA,481,0,0.0
FBti0060105-RA,3362,30,0.00892325996430696
FBti0060106-RA,140,0,0.0
FBti0060109-RA,552,1,0.0018115942028985507
FBti0060111-RA,154,0,0.0
FBti0060112-RA,322,0,0.0
FBti0060113-RA,102,0,0.0
FBti0060114-RA,219,0,0.0
FBti0060133-RA,246,1,0.0040650406504065045
FBti0060134-RA,120,0,0.0
FBti0060135-RA,273,0,0.0
FBti0060136-RA,124,0,0.0
FBti0060137-RA,47,0,0.0
FBti0060138-RA,413,0,0.0
FBti0060139-RA,390,0,0.0
FBti0060140-RA,113,0,0.0
FBti0060141-RA,176,0,0.0
FBti0060142-RA,161,0,0.0
FBti0060143-RA,309,0,0.0
FBti0060144-RA,1468,0,0.0
FBti0060160-RA,293,8,0.027303754266211604
FBti0060161-RA,137,0,0.0
FBti0060162-RA,257,9,0.03501945525291829
FBti0060163-RA,31,0,0.0
FBti0060177-RA,131,0,0.0
FBti0060178-RA,178,7,0.03932584269662921
FBti0060179-RA,2362,83,0.03513971210838273
FBti0060180-RA,3417,0,0.0
FBti0060181-RA,240,0,0.0
FBti0060182-RA,440,0,0.0
FBti0060197-RA,172,0,0.0
FBti0060198-RA,1477,0,0.0
FBti0060199-RA,15396,0,0.0
FBti0060200-RA,7070,0,0.0
FBti0060201-RA,2127,0,0.0
FBti0060202-RA,7629,1,0.00013107877834578582
FBti0060203-RA,4245,0,0.0
FBti0060204-RA,310,7,0.02258064516129032
FBti0060218-RA,3166,114,0.036007580543272265
FBti0060220-RA,215,0,0.0
FBti0060221-RA,376,31,0.08244680851063829
FBti0060433-RA,261,0,0.0
FBti0060459-RA,69,2,0.028985507246376812
FBti0060463-RA,53,1,0.018867924528301886
FBti0060464-RA,31,0,0.0
FBti0060466-RA,275,0,0.0
FBti0060473-RA,1329,0,0.0
FBti0060474-RA,6371,2,0.0003139224611520954
FBti0060475-RA,1348,0,0.0
FBti0060476-RA,1383,5,0.0036153289949385392
FBti0060477-RA,1210,0,0.0
FBti0060478-RA,525,2,0.0038095238095238095
FBti0060479-RA,261,0,0.0
FBti0060485-RA,1383,0,0.0
FBti0060486-RA,1210,0,0.0
FBti0060487-RA,7931,2,0.00025217500945656286
FBti0060488-RA,405,20,0.04938271604938271
FBti0060489-RA,4830,11,0.002277432712215321
FBti0060490-RA,72,0,0.0
FBti0060499-RA,14876,6,0.00040333422963162143
FBti0060501-RA,7409,9,0.0012147388311513024
FBti0060503-RA,2603,0,0.0
FBti0060504-RA,1812,0,0.0
FBti0060505-RA,936,7,0.007478632478632479
FBti0060506-RA,363,1,0.0027548209366391185
FBti0060508-RA,2067,46,0.022254475084663765
FBti0060516-RA,130,8,0.06153846153846154
FBti0060517-RA,342,8,0.023391812865497075
FBti0060518-RA,260,8,0.03076923076923077
FBti0060519-RA,303,4,0.013201320132013201
FBti0060520-RA,400,8,0.02
FBti0060521-RA,138,3,0.021739130434782608
FBti0060529-RA,149,0,0.0
FBti0060531-RA,2318,32,0.013805004314063849
FBti0060537-RA,61,0,0.0
FBti0060553-RA,1090,0,0.0
FBti0060554-RA,1090,0,0.0
FBti0060555-RA,148,0,0.0
FBti0060556-RA,376,4,0.010638297872340425
FBti0060578-RA,480,0,0.0
FBti0060579-RA,4127,135,0.03271141264841289
FBti0060593-RA,36,0,0.0
FBti0060594-RA,846,0,0.0
FBti0060595-RA,6757,0,0.0
FBti0060605-RA,1798,0,0.0
FBti0060606-RA,864,0,0.0
FBti0060607-RA,843,0,0.0
FBti0060608-RA,1468,31,0.02111716621253406
FBti0060625-RA,188,1,0.005319148936170213
FBti0060626-RA,2352,3,0.0012755102040816326
FBti0060627-RA,26,3,0.11538461538461539
FBti0060628-RA,122,0,0.0
FBti0060642-RA,145,1,0.006896551724137931
FBti0060643-RA,145,0,0.0
FBti0060644-RA,30,0,0.0
FBti0060645-RA,406,1,0.0024630541871921183
FBti0060646-RA,347,0,0.0
FBti0060647-RA,30,0,0.0
FBti0060666-RA,186,1,0.005376344086021506
FBti0060667-RA,186,0,0.0
FBti0060668-RA,60,0,0.0
FBti0060669-RA,342,6,0.017543859649122806
FBti0060670-RA,2399,0,0.0
FBti0060671-RA,2399,0,0.0
FBti0060672-RA,1733,148,0.08540103866128101
FBti0060691-RA,467,0,0.0
FBti0060692-RA,1381,113,0.08182476466328747
FBti0060693-RA,464,2,0.004310344827586207
FBti0060694-RA,6505,185,0.02843966179861645
FBti0060695-RA,685,0,0.0
FBti0060696-RA,245,0,0.0
FBti0060697-RA,121,6,0.049586776859504134
FBti0060709-RA,106,3,0.02830188679245283
FBti0060710-RA,138,6,0.043478260869565216
FBti0060711-RA,4435,9,0.002029312288613303
FBti0060712-RA,100,0,0.0
FBti0060713-RA,361,8,0.0221606648199446
FBti0060728-RA,299,7,0.023411371237458192
FBti0060729-RA,2723,13,0.004774146162320969
FBti0060740-RA,452,0,0.0
FBti0060741-RA,183,0,0.0
FBti0060742-RA,64,0,0.0
FBti0060743-RA,467,0,0.0
FBti0060744-RA,57,0,0.0
FBti0060746-RA,59,0,0.0
FBti0060753-RA,91,0,0.0
FBti0060754-RA,290,0,0.0
FBti0060763-RA,133,0,0.0
FBti0060764-RA,351,0,0.0
FBti0060765-RA,289,0,0.0
FBti0060766-RA,69,0,0.0
FBti0060768-RA,77,0,0.0
FBti0060770-RA,311,0,0.0
FBti0060772-RA,141,0,0.0
FBti0060774-RA,54,0,0.0
FBti0060777-RA,321,0,0.0
FBti0060779-RA,48,0,0.0
FBti0060799-RA,79,0,0.0
FBti0060801-RA,95,0,0.0
FBti0060802-RA,334,0,0.0
FBti0060803-RA,52,0,0.0
FBti0060804-RA,81,0,0.0
FBti0060806-RA,138,0,0.0
FBti0060808-RA,147,0,0.0
FBti0060810-RA,315,0,0.0
FBti0060812-RA,153,0,0.0
FBti0060815-RA,125,0,0.0
FBti0060831-RA,500,0,0.0
FBti0060833-RA,423,0,0.0
FBti0060835-RA,119,0,0.0
FBti0060837-RA,139,0,0.0
FBti0060876-RA,80,0,0.0
FBti0060877-RA,152,0,0.0
FBti0060879-RA,95,0,0.0
FBti0060894-RA,2720,4,0.0014705882352941176
FBti0060895-RA,239,0,0.0
FBti0060897-RA,1620,37,0.022839506172839506
FBti0060910-RA,954,0,0.0
FBti0060916-RA,71,0,0.0
FBti0060954-RA,129,0,0.0
FBti0060956-RA,279,0,0.0
FBti0060958-RA,57,0,0.0
FBti0060960-RA,574,0,0.0
FBti0060962-RA,211,0,0.0
FBti0060964-RA,1204,0,0.0
FBti0060965-RA,357,0,0.0
FBti0061024-RA,39,0,0.0
FBti0061029-RA,127,0,0.0
FBti0061030-RA,130,0,0.0
FBti0061036-RA,28,1,0.03571428571428571
FBti0061037-RA,88,0,0.0
FBti0061039-RA,61,0,0.0
FBti0061060-RA,235,0,0.0
FBti0061076-RA,490,0,0.0
FBti0061084-RA,101,0,0.0
FBti0061085-RA,476,0,0.0
FBti0061086-RA,38,1,0.02631578947368421
FBti0061087-RA,255,0,0.0
FBti0061088-RA,42,3,0.07142857142857142
FBti0061102-RA,60,0,0.0
FBti0061103-RA,203,0,0.0
FBti0061115-RA,200,0,0.0
FBti0061119-RA,81,0,0.0
FBti0061129-RA,505,1,0.0019801980198019802
FBti0061140-RA,520,14,0.026923076923076925
FBti0061141-RA,363,11,0.030303030303030304
FBti0061142-RA,493,15,0.030425963488843813
FBti0061143-RA,147,0,0.0
FBti0061144-RA,566,29,0.05123674911660778
FBti0061145-RA,36,1,0.027777777777777776
FBti0061146-RA,571,0,0.0
FBti0061147-RA,529,14,0.026465028355387523
FBti0061148-RA,417,13,0.03117505995203837
FBti0061150-RA,419,12,0.028639618138424822
FBti0061151-RA,185,0,0.0
FBti0061152-RA,286,18,0.06293706293706294
FBti0061164-RA,143,0,0.0
FBti0061165-RA,230,14,0.06086956521739131
FBti0061166-RA,442,2,0.004524886877828055
FBti0061167-RA,50,1,0.02
FBti0061168-RA,195,2,0.010256410256410256
FBti0061169-RA,186,2,0.010752688172043012
FBti0061170-RA,83,2,0.024096385542168676
FBti0061171-RA,447,4,0.008948545861297539
FBti0061172-RA,521,0,0.0
FBti0061189-RA,425,12,0.02823529411764706
FBti0061190-RA,244,8,0.03278688524590164
FBti0061191-RA,525,17,0.03238095238095238
FBti0061192-RA,174,1,0.005747126436781609
FBti0061193-RA,384,0,0.0
FBti0061194-RA,459,18,0.0392156862745098
FBti0061195-RA,795,33,0.04150943396226415
FBti0061196-RA,495,13,0.026262626262626262
FBti0061197-RA,456,14,0.03070175438596491
FBti0061198-RA,346,17,0.049132947976878616
FBti0061219-RA,152,4,0.02631578947368421
FBti0061245-RA,106,0,0.0
FBti0061271-RA,1193,0,0.0
FBti0061299-RA,269,0,0.0
FBti0061317-RA,449,8,0.017817371937639197
FBti0061318-RA,91,3,0.03296703296703297
FBti0061319-RA,149,2,0.013422818791946308
FBti0061329-RA,1854,51,0.02750809061488673
FBti0061330-RA,346,9,0.02601156069364162
FBti0061331-RA,129,5,0.03875968992248062
FBti0061332-RA,165,5,0.030303030303030304
FBti0061333-RA,361,10,0.027700831024930747
FBti0061334-RA,146,6,0.0410958904109589
FBti0061335-RA,361,13,0.036011080332409975
FBti0061350-RA,62,0,0.0
FBti0061351-RA,489,24,0.049079754601226995
FBti0061352-RA,498,12,0.024096385542168676
FBti0061353-RA,597,0,0.0
FBti0061354-RA,712,6,0.008426966292134831
FBti0061355-RA,117,0,0.0
FBti0061356-RA,110,1,0.00909090909090909
FBti0061357-RA,208,4,0.019230769230769232
FBti0061363-RA,994,0,0.0
FBti0061364-RA,147,0,0.0
FBti0061365-RA,42,0,0.0
FBti0061366-RA,329,0,0.0
FBti0061368-RA,348,0,0.0
FBti0061370-RA,451,0,0.0
FBti0061381-RA,432,0,0.0
FBti0061382-RA,523,0,0.0
FBti0061383-RA,60,0,0.0
FBti0061384-RA,337,0,0.0
FBti0061385-RA,311,0,0.0
FBti0061386-RA,56,0,0.0
FBti0061387-RA,85,0,0.0
FBti0061388-RA,100,0,0.0
FBti0061390-RA,41,0,0.0
FBti0061406-RA,1909,0,0.0
FBti0061407-RA,97,0,0.0
FBti0061408-RA,536,0,0.0
FBti0061409-RA,206,0,0.0
FBti0061410-RA,74,0,0.0
FBti0061411-RA,435,1,0.0022988505747126436
FBti0061413-RA,194,0,0.0
FBti0061415-RA,519,0,0.0
FBti0061418-RA,320,0,0.0
FBti0061440-RA,1290,0,0.0
FBti0061441-RA,117,0,0.0
FBti0061442-RA,1101,0,0.0
