gene_id,snp_density,expression_level
FBti0060180-RA,0.0,0.0
FBti0060181-RA,0.0,0.0
FBti0060182-RA,0.0,0.0
FBti0060197-RA,0.0,0.0
FBti0060198-RA,0.0,0.0
FBti0060199-RA,0.0,0.0
FBti0060200-RA,0.0,0.0
FBti0060201-RA,0.0,0.0
FBti0060202-RA,0.0001310787783457,0.0
FBti0060203-RA,0.0,0.0
FBti0060204-RA,0.0225806451612903,0.0
FBti0060218-RA,0.0360075805432722,0.0
FBti0060220-RA,0.0,0.0
FBti0060221-RA,0.0824468085106382,0.0
FBti0060433-RA,0.0,0.0
FBti0060459-RA,0.0289855072463768,0.0
FBti0060463-RA,0.0188679245283018,0.0
FBti0060464-RA,0.0,0.0
FBti0060466-RA,0.0,0.0
FBti0060473-RA,0.0,0.0
FBti0060474-RA,0.000313922461152,0.0
FBti0060475-RA,0.0,0.0
FBti0060476-RA,0.0036153289949385,0.0
FBti0060477-RA,0.0,0.0
FBti0060478-RA,0.0038095238095238,0.0
FBti0060479-RA,0.0,0.0
FBti0060485-RA,0.0,0.0
FBti0060486-RA,0.0,0.0
FBti0060487-RA,0.0002521750094565,0.0
FBti0060488-RA,0.0493827160493827,0.0
FBti0060489-RA,0.0022774327122153,0.0
FBti0060490-RA,0.0,0.0
FBti0060499-RA,0.0004033342296316,0.0
FBti0060501-RA,0.0012147388311513,0.0
FBti0060503-RA,0.0,0.0
FBti0060504-RA,0.0,0.0
FBti0060505-RA,0.0074786324786324,0.0
FBti0060506-RA,0.0027548209366391,0.0
FBti0060508-RA,0.0222544750846637,0.0
FBti0060516-RA,0.0615384615384615,0.0
FBti0060517-RA,0.023391812865497,0.0
FBti0060518-RA,0.0307692307692307,0.0
FBti0060519-RA,0.0132013201320132,0.0
FBti0060520-RA,0.02,0.0
FBti0060521-RA,0.0217391304347826,0.0
FBti0060529-RA,0.0,0.0
FBti0060531-RA,0.0138050043140638,0.0
FBti0060537-RA,0.0,0.0
FBti0060553-RA,0.0,0.0
FBti0060554-RA,0.0,0.0
FBti0060555-RA,0.0,0.0
FBti0060556-RA,0.0106382978723404,0.0
FBti0060578-RA,0.0,0.0
FBti0060579-RA,0.0327114126484128,0.0
FBti0060593-RA,0.0,0.0
FBti0060594-RA,0.0,0.0
FBti0060595-RA,0.0,0.0
FBti0060605-RA,0.0,0.0
FBti0060606-RA,0.0,0.0
FBti0060607-RA,0.0,0.0
FBti0060608-RA,0.021117166212534,0.0
FBti0060625-RA,0.0053191489361702,0.0
FBti0060626-RA,0.0012755102040816,0.0
FBti0060627-RA,0.1153846153846153,0.0
FBti0060628-RA,0.0,0.0
FBti0060642-RA,0.0068965517241379,0.0
FBti0060643-RA,0.0,0.0
FBti0060644-RA,0.0,0.0
FBti0060645-RA,0.0024630541871921,0.0
FBti0060646-RA,0.0,0.0
FBti0060647-RA,0.0,0.0
FBti0060666-RA,0.0053763440860215,0.0
FBti0060667-RA,0.0,0.0
FBti0060668-RA,0.0,0.0
FBti0060669-RA,0.0175438596491228,0.0
FBti0060670-RA,0.0,0.0
FBti0060671-RA,0.0,0.0
FBti0060672-RA,0.085401038661281,0.0
FBti0060691-RA,0.0,0.0
FBti0060692-RA,0.0818247646632874,0.0
FBti0060693-RA,0.0043103448275862,0.0
FBti0060694-RA,0.0284396617986164,0.0
FBti0060695-RA,0.0,0.0
FBti0060696-RA,0.0,0.0
FBti0060697-RA,0.0495867768595041,0.0
FBti0060709-RA,0.0283018867924528,0.0
FBti0060710-RA,0.0434782608695652,0.0
FBti0060711-RA,0.0020293122886133,0.0
FBti0060712-RA,0.0,0.0
FBti0060713-RA,0.0221606648199446,0.0
FBti0060728-RA,0.0234113712374581,0.0
FBti0060729-RA,0.0047741461623209,0.0
FBti0060740-RA,0.0,0.0
FBti0060741-RA,0.0,0.0
FBti0060742-RA,0.0,0.0
FBti0060743-RA,0.0,0.0
FBti0060744-RA,0.0,0.0
FBti0060746-RA,0.0,0.0
FBti0060753-RA,0.0,0.0
FBti0060754-RA,0.0,0.0
FBti0060763-RA,0.0,0.0
FBti0060764-RA,0.0,0.0
FBti0060765-RA,0.0,0.0
FBti0060766-RA,0.0,0.0
FBti0060768-RA,0.0,0.0
FBti0060770-RA,0.0,0.0
FBti0060772-RA,0.0,0.0
FBti0060774-RA,0.0,0.0
FBti0060777-RA,0.0,0.0
FBti0060779-RA,0.0,0.0
FBti0060799-RA,0.0,0.0
FBti0060801-RA,0.0,0.0
FBti0060802-RA,0.0,0.0
FBti0060803-RA,0.0,0.0
FBti0060804-RA,0.0,0.0
FBti0060806-RA,0.0,0.0
FBti0060808-RA,0.0,0.0
FBti0060810-RA,0.0,0.0
FBti0060812-RA,0.0,0.0
FBti0060815-RA,0.0,0.0
FBti0060831-RA,0.0,0.0
FBti0060833-RA,0.0,0.0
FBti0060835-RA,0.0,0.0
FBti0060837-RA,0.0,0.0
FBti0060876-RA,0.0,0.0
FBti0060877-RA,0.0,0.0
FBti0060879-RA,0.0,0.0
FBti0060894-RA,0.0014705882352941,0.0
FBti0060895-RA,0.0,0.0
FBti0060897-RA,0.0228395061728395,0.0
FBti0060910-RA,0.0,0.0
FBti0060916-RA,0.0,0.0
FBti0060954-RA,0.0,0.0
FBti0060956-RA,0.0,0.0
FBti0060958-RA,0.0,0.0
FBti0060960-RA,0.0,0.0
FBti0060962-RA,0.0,0.0
FBti0060964-RA,0.0,0.0
FBti0060965-RA,0.0,0.0
FBti0061024-RA,0.0,0.0
FBti0061029-RA,0.0,0.0
FBti0061030-RA,0.0,0.0
FBti0061036-RA,0.0357142857142857,0.0
FBti0061037-RA,0.0,0.0
FBti0061039-RA,0.0,0.0
FBti0061060-RA,0.0,0.0
FBti0061076-RA,0.0,0.0
FBti0061084-RA,0.0,0.0
FBti0061085-RA,0.0,0.0
FBti0061086-RA,0.0263157894736842,0.0
FBti0061087-RA,0.0,0.0
FBti0061088-RA,0.0714285714285714,0.0
FBti0061102-RA,0.0,0.0
FBti0061103-RA,0.0,0.0
FBti0061115-RA,0.0,0.0
FBti0061119-RA,0.0,0.0
FBti0061129-RA,0.0019801980198019,0.0
FBti0061140-RA,0.0269230769230769,0.0
FBti0061141-RA,0.0303030303030303,0.0
FBti0061142-RA,0.0304259634888438,0.0
FBti0061143-RA,0.0,0.0
FBti0061144-RA,0.0512367491166077,0.0
FBti0061145-RA,0.0277777777777777,0.0
FBti0061146-RA,0.0,0.0
FBti0061147-RA,0.0264650283553875,0.0
FBti0061148-RA,0.0311750599520383,0.0
FBti0061150-RA,0.0286396181384248,0.0
FBti0061151-RA,0.0,0.0
FBti0061152-RA,0.0629370629370629,0.0
FBti0061164-RA,0.0,0.0
FBti0061165-RA,0.0608695652173913,0.0
FBti0061166-RA,0.004524886877828,0.0
FBti0061167-RA,0.02,0.0
FBti0061168-RA,0.0102564102564102,0.0
FBti0061169-RA,0.010752688172043,0.0
FBti0061170-RA,0.0240963855421686,0.0
FBti0061171-RA,0.0089485458612975,0.0
FBti0061172-RA,0.0,0.0
FBti0061189-RA,0.028235294117647,0.0
FBti0061190-RA,0.0327868852459016,0.0
FBti0061191-RA,0.0323809523809523,0.0
FBti0061192-RA,0.0057471264367816,0.0
FBti0061193-RA,0.0,0.0
FBti0061194-RA,0.0392156862745098,0.0
FBti0061195-RA,0.0415094339622641,0.0
FBti0061196-RA,0.0262626262626262,0.0
FBti0061197-RA,0.0307017543859649,0.0
FBti0061198-RA,0.0491329479768786,0.0
FBti0061219-RA,0.0263157894736842,0.0
FBti0061245-RA,0.0,0.0
FBti0061271-RA,0.0,0.0
FBti0061299-RA,0.0,0.0
FBti0061317-RA,0.0178173719376391,0.0
FBti0061318-RA,0.0329670329670329,0.0
FBti0061319-RA,0.0134228187919463,0.0
FBti0061329-RA,0.0275080906148867,0.0
FBti0061330-RA,0.0260115606936416,0.0
FBti0061331-RA,0.0387596899224806,0.0
FBti0061332-RA,0.0303030303030303,0.0
FBti0061333-RA,0.0277008310249307,0.0
FBti0061334-RA,0.0410958904109589,0.0
FBti0061335-RA,0.0360110803324099,0.0
FBti0061350-RA,0.0,0.0
FBti0061351-RA,0.0490797546012269,0.0
FBti0061352-RA,0.0240963855421686,0.0
FBti0061353-RA,0.0,0.0
FBti0061354-RA,0.0084269662921348,0.0
FBti0061355-RA,0.0,0.0
FBti0061356-RA,0.009090909090909,0.0
FBti0061357-RA,0.0192307692307692,0.0
FBti0061363-RA,0.0,0.0
FBti0061364-RA,0.0,0.0
FBti0061365-RA,0.0,0.0
FBti0061366-RA,0.0,0.0
FBti0061368-RA,0.0,0.0
FBti0061370-RA,0.0,0.0
FBti0061381-RA,0.0,0.0
FBti0061382-RA,0.0,0.0
FBti0061383-RA,0.0,0.0
FBti0061384-RA,0.0,0.0
FBti0061385-RA,0.0,0.0
FBti0061386-RA,0.0,0.0
FBti0061387-RA,0.0,0.0
FBti0061388-RA,0.0,0.0
FBti0061390-RA,0.0,0.0
FBti0061406-RA,0.0,0.0
FBti0061407-RA,0.0,0.0
FBti0061408-RA,0.0,0.0
FBti0061409-RA,0.0,0.0
FBti0061410-RA,0.0,0.0
FBti0061411-RA,0.0022988505747126,0.0
FBti0061413-RA,0.0,0.0
FBti0061415-RA,0.0,0.0
FBti0061418-RA,0.0,0.0
FBti0061440-RA,0.0,0.0
FBti0061441-RA,0.0,0.0
FBti0061442-RA,0.0,0.0
FBti0061444-RA,0.0,0.0
FBti0061446-RA,0.0,0.0
FBti0061449-RA,0.0,0.0
FBti0061452-RA,0.0,0.0
FBti0061467-RA,0.0,0.0
FBti0061469-RA,0.0,0.0
FBti0061470-RA,0.0,0.0
FBti0061471-RA,0.0,0.0
FBti0061472-RA,0.0,0.0
FBti0061473-RA,0.0,0.0
FBti0061474-RA,0.0,0.0
FBti0061476-RA,0.0,0.0
FBti0061477-RA,0.0,0.0
FBti0061492-RA,0.0,0.0
FBti0061493-RA,0.0,0.0
FBti0061494-RA,0.0,0.0
FBti0061496-RA,0.0,0.0
FBti0061497-RA,0.0,0.0
FBti0061498-RA,0.0,0.0
